"","CatalogNumber","RouteIdentifier","SurveyAreaIdentifier","SpeciesCode","YearCollected","MonthCollected","DayCollected","TimeCollected","DurationInHours","CollectorNumber","DecimalLatitude","DecimalLongitude","ObservationCount"
"649","273337-1-30508-3","VIVI-16","VIVI-16","NOPI","2021","9","15","14.3833","2.91667","1081721","48.381138","-123.494041","4"
"650","57354-1-45994-9","LMVN-8","LMVN-8","WWSC","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","10"
"651","103503-1-9750-15","SCBI-11","SCBI-11","BEKI","2019","2","9","8.5","1.5","1074594","49.360050","-123.432533","1"
"652","130872-1-3020-21","GISS-1","GISS-1","BAEA","2020","1","11","13.75","2","1055037","48.836075","-123.451881","1"
"653","103504-1-820-4","SCBI-11","SCBI-11","BUFF","2019","2","9","8.5","1.5","1074594","49.360050","-123.432533","1"
"654","153913-1-840-3","GIGB-2","GIGB-2","BAGO","2021","1","10","12.5","-11.5","1081071","49.137474","-123.788544","88"
"655","45970-1-2420-11","VICX-3","VICX-3","PECO","2008","11","9","11","2","1054987","49.714108","-124.873199","4"
"656","153811-1-2390-7","GIGB-2","GIGB-2","DCCO","2021","1","10","12.5","-11.5","1081071","49.137474","-123.788544","4"
"657","130971-1-5910-15","GISS-1","GISS-1","RHAU","2020","1","11","13.75","2.08333","1055037","48.836075","-123.451881","1"
"658","130971-1-5850-21","GISS-1","GISS-1","ANMU","2020","1","11","13.75","2.08333","1055037","48.836075","-123.451881","6"
"659","93223-1-230-1","LMSQ-19","LMSQ-19","CAGO","2017","5","14","12","0.25","1054942","49.707039","-123.144310","9"
"660","167158-1-5080-11","VIPQ-8","VIPQ-8","BOGU","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","22"
"661","130971-1-2390-18","GISS-1","GISS-1","DCCO","2020","1","11","13.75","2.08333","1055037","48.836075","-123.451881","7"
"662","287192-1-750-3","SCPR-1","SCPR-1","HARD","2022","3","14","10.1167","2.31667","2388508","49.816643","-124.530579","97"
"663","151784-1-2390-15","SCPR-1","SCPR-1","DCCO","2020","12","12","13","2","1043283","49.816643","-124.530579","1"
"664","284214-1-1550-7","VINN-7","VINN-7","PALO","2022","2","13","11","0.666667","1030870","49.240520","-123.970940","4"
"665","151641-1-820-4","SCPR-1","SCPR-1","BUFF","2020","12","12","13","2","1043283","49.816643","-124.530579","6"
"666","284214-1-2390-10","VINN-7","VINN-7","DCCO","2022","2","13","11","0.666667","1030870","49.240520","-123.970940","5"
"667","278009-1-1560-3","SCGI-5","SCGI-5","COLO","2021","11","13","8","0.333333","1054970","49.412853","-123.632332","5"
"668","151784-1-750-1","SCPR-1","SCPR-1","HARD","2020","12","12","13","2","1043283","49.816643","-124.530579","9"
"669","87911-1-4210-12","SCPR-2","SCPR-2","KILL","2018","4","2","9.25","1.25","1055010","49.883270","-124.596550","4"
"670","167158-1-2550-17","VIPQ-8","VIPQ-8","GBHE","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","1"
"671","19474-1-451-8","LMVN-8","LMVN-8","MALL","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","35"
"672","167158-1-1560-14","VIPQ-8","VIPQ-8","COLO","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","1"
"673","118685-1-930-3","GIHO-4","GIHO-4","UNDU","2019","9","9","7.5","1.83333","1055051","49.543369","-124.633522","1"
"674","109449-1-2850-8","VICR-1","VICR-1","TUVU","2019","6","9","9.15","1.51667","1054954","50.049923","-125.253731","3"
"675","89224-1-451-3","SCPR-2","SCPR-2","MALL","2018","4","2","9.25","1.25","1055010","49.883270","-124.596550","10"
"676","127548-1-2550-11","LMWR-2","LMWR-2","GBHE","2019","10","13","16.5833","0.916666","1054978","49.019089","-122.817352","1"
"677","57570-1-40321-38","VIVI-16","VIVI-16",NA,"2015","12","16","8.5","2.16667","1054996","48.381138","-123.494041","1"
"678","151641-1-1620-7","SCPR-1","SCPR-1","HOGR","2020","12","12","13","2","1043283","49.816643","-124.530579","4"
"679","182389-1-2900-8","VICV-7","VICV-7","OSPR","2021","5","9","17","1","1055020","48.746307","-123.625557","4"
"680","45972-1-5780-15","VICX-3","VICX-3","PIGU","2008","11","9","11","2","1078227","49.714108","-124.873199","1"
"681","127548-1-5150-8","LMWR-2","LMWR-2","RBGU","2019","10","13","16.5833","0.916666","1054978","49.019089","-122.817352","1"
"682","167219-1-2850-23","VIPQ-8","VIPQ-8","TUVU","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","1"
"683","91563-1-820-4","LMSQ-3","LMSQ-3","BUFF","2017","4","9","7.96667","0.233333","1054942","49.703907","-123.176682","5"
"684","159210-1-830-7","VICX-7","VICX-7","COGO","2021","3","13","15","1.5","1054998","49.653252","-124.942177","6"
"685","131855-1-420-1","GIGB-3","GIGB-3","AMWI","2020","2","11","9.5","1.75","1078288","49.206257","-123.825882","39"
"686","154105-1-13900-14","VINN-12","VINN-12","AMCR","2021","1","13","14","2.16667","1054924","49.174129","-123.927429","6"
"687","154105-1-5250-11","VINN-12","VINN-12","GWGU","2021","1","13","14","2.16667","1054924","49.174129","-123.927429","13"
"688","159210-1-5190-10","VICX-7","VICX-7",NA,"2021","3","13","15","1.5","1054998","49.653252","-124.942177","2600"
"689","58588-1-5910-13","VIPM-2","VIPM-2","RHAU","2016","7","17","7","2","1054944","50.788406","-126.438927","59"
"690","149915-1-1620-7","VICX-3","VICX-3","HOGR","2020","10","12","13","2.25","1074637","49.714108","-124.873199","93"
"691","109448-1-2390-6","VICR-1","VICR-1","DCCO","2019","6","9","9.15","1.51667","1054954","50.049923","-125.253731","1"
"692","91560-1-590-3","LMSQ-3","LMSQ-3","GWTE","2017","4","9","7.96667","0.233333","1054942","49.703907","-123.176682","2"
"693","127526-1-5250-9","SCPR-1","SCPR-1","GWGU","2019","10","13","13.5","2.25","1043283","49.816643","-124.530579","11"
"694","101647-1-30508-3","LMSQ-12","LMSQ-12","NOPI","2018","2","11","10.3667","0.2","1054942","49.691441","-123.166588","13"
"695","118687-1-1560-7","GIHO-4","GIHO-4","COLO","2019","9","9","7.5","1.83333","1055051","49.543369","-124.633522","1"
"696","58588-1-5730-10","VIPM-2","VIPM-2","COMU","2016","7","17","7","2","1054944","50.788406","-126.438927","3"
"697","278006-1-1560-5","SCGI-5","SCGI-5","COLO","2021","11","13","8","2","1054970","49.412853","-123.632332","5"
"698","131291-1-280-2","LMVN-12","LMVN-12","TRUS","2019","11","10","10.25","2","1078268","49.165325","-123.204292","2"
"699","32298-1-6110-7","LMSQ-20","LMSQ-20","ECDO","2014","12","7","12.6833","0.233334","1054942","49.710426","-123.150291","2"
"700","131852-1-2550-8","GIHO-10","GIHO-10","GBHE","2020","2","9","9.25","0.333333","1054964","49.498619","-124.677040","1"
"701","131855-1-451-2","GIGB-3","GIGB-3","MALL","2020","2","11","9.5","1.75","1078288","49.206257","-123.825882","5"
"702","182396-1-590-8","NCKI-1","NCKI-1","GWTE","2021","5","9","9.25","1.25","1054974","54.001846","-128.674377","85"
"703","291018-1-13910-21","VIVI-30","VIVI-30","NOCR","2022","4","11","13.5","2.41667","1055022","48.483002","-123.292068","2"
"704","45970-1-5250-14","VICX-3","VICX-3","GWGU","2008","11","9","11","2","1054987","49.714108","-124.873199","27"
"705","35093-1-7440-30","LMVN-12","LMVN-12","GHOW","2000","10","8","14.6667","2.66667","1055613","49.165325","-123.204292","1"
"706","130971-1-13900-23","GISS-1","GISS-1","AMCR","2020","1","11","13.75","2.08333","1055037","48.836075","-123.451881","210"
"707","159210-1-410-1","VICX-7","VICX-7","EUWI","2021","3","13","15","1.5","1054998","49.653252","-124.942177","4"
"708","275203-1-2550-2","VIVI-59","VIVI-59","GBHE","2021","6","13","12.5","1.25","1345136","48.442577","-123.392380","3"
"709","290983-1-1560-19","VIVI-30","VIVI-30","COLO","2022","4","11","13.5","2.41667","1055022","48.483002","-123.292068","4"
"710","182396-1-4620-11","NCKI-1","NCKI-1","MAGO","2021","5","9","9.25","1.25","1054974","54.001846","-128.674377","1"
"711","149941-1-5250-1","GIPE-3","GIPE-3","GWGU","2020","9","10","13.25","0.333333","1078346","48.759563","-123.207329","7"
"712","107269-1-840-3","LMVN-29","LMVN-29","BAGO","2019","5","13","15.5","1.16667","1080604","49.320057","-123.148987","1"
"713","129083-1-1630-2","GIHO-18","GIHO-18","RNGR","2019","11","10","13.5","1.16667","1081710","49.511909","-124.601883","12"
"714","101647-1-870-6","LMSQ-12","LMSQ-12","HOME","2018","2","11","10.3667","0.2","1054942","49.691441","-123.166588","1"
"715","167219-1-660-3","VIPQ-8","VIPQ-8","RNDU","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","1"
"716","151795-1-750-2","VIPQ-9","VIPQ-9","HARD","2020","12","13","11","2","1075146","49.299919","-124.155808","11"
"717","276100-1-5190-29","SCPR-3","SCPR-3",NA,"2021","10","8","7.66667","4","1080016","49.766373","-124.340492","13"
"718","101650-1-590-4","LMSQ-12","LMSQ-12","GWTE","2018","2","11","10.3667","0.2","1054942","49.691441","-123.166588","6"
"719","103504-1-880-7","SCBI-11","SCBI-11","COME","2019","2","9","8.5","1.5","1074594","49.360050","-123.432533","1"
"720","106329-1-820-3","VIPH-1","VIPH-1","BUFF","2019","4","15","10.25","1.25","1032711","50.726246","-127.483253","18"
"721","116753-1-5350-5","NCKI-4","NCKI-4","UNGU","2019","8","12","10.9167","1","1055044","53.914066","-128.752808","33"
"722","130872-1-5850-15","GISS-1","GISS-1","ANMU","2020","1","11","13.75","2","1055037","48.836075","-123.451881","6"
"723","93221-1-230-1","LMSQ-18","LMSQ-18","CAGO","2017","5","14","11.75","0.25","1054942","49.690266","-123.155602","20"
"724","34853-1-7440-6","LMSQ-13","LMSQ-13","GHOW","2000","12","3","8.33333","4.66667","1054963","49.698147","-123.160049","1"
"725","153913-1-2390-6","GIGB-2","GIGB-2","DCCO","2021","1","10","12.5","-11.5","1081071","49.137474","-123.788544","4"
"726","167219-1-5780-12","VIPQ-8","VIPQ-8","PIGU","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","1"
"727","51788-1-7440-5","LMSQ-16","LMSQ-16","GHOW","2011","6","12","7.5","5.5","1054942","49.706333","-123.163712","1"
"728","106839-1-5250-4","LMSQ-1","LMSQ-1","GWGU","2017","5","14","7.5","0.216667","1054942","49.679691","-123.172699","48"
"729","128834-1-5250-9","VICX-12","VICX-12","GWGU","2019","11","10","14.75","0.25","1080046","49.669106","-124.941109","6"
"730","58588-1-5250-16","VIPM-2","VIPM-2","GWGU","2016","7","17","7","2","1054944","50.788406","-126.438927","306"
"731","166500-1-1560-6","SCBI-6","SCBI-6","COLO","2021","4","11","16.8667","0.766667","1055948","49.410210","-123.375122","1"
"732","107269-1-1560-6","LMVN-29","LMVN-29","COLO","2019","5","13","15.5","1.16667","1080604","49.320057","-123.148987","1"
"733","167158-1-451-2","VIPQ-8","VIPQ-8","MALL","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","12"
"734","167219-1-1620-9","VIPQ-8","VIPQ-8","HOGR","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","1"
"735","109449-1-750-2","VICR-1","VICR-1","HARD","2019","6","9","9.15","1.51667","1054954","50.049923","-125.253731","4"
"736","152179-1-820-3","GIPE-9","GIPE-9","BUFF","2020","11","8","12.2833","0.883333","1055118","48.804417","-123.272995","19"
"737","101650-1-230-1","LMSQ-12","LMSQ-12","CAGO","2018","2","11","10.3667","0.2","1054942","49.691441","-123.166588","11"
"738","57354-1-680-6","LMVN-8","LMVN-8","GRSC","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","1"
"739","131855-1-770-4","GIGB-3","GIGB-3","SUSC","2020","2","11","9.5","1.75","1078288","49.206257","-123.825882","31"
"740","93223-1-451-2","LMSQ-19","LMSQ-19","MALL","2017","5","14","12","0.25","1054942","49.707039","-123.144310","15"
"741","150369-1-870-4","GIPE-9","GIPE-9","HOME","2020","11","8","12.2833","0.866666","1055118","48.804417","-123.272995","4"
"742","130971-1-750-3","GISS-1","GISS-1","HARD","2020","1","11","13.75","2.08333","1055037","48.836075","-123.451881","2"
"743","102196-1-1630-6","GIHO-4","GIHO-4","RNGR","2019","1","13","13.5","1.25","1055051","49.543369","-124.633522","1"
"744","152179-1-5250-9","GIPE-9","GIPE-9","GWGU","2020","11","8","12.2833","0.883333","1055118","48.804417","-123.272995","3"
"745","112303-1-451-2","LMSQ-19","LMSQ-19","MALL","2017","5","14","12","0.25","1054942","49.707039","-123.144310","15"
"746","91563-1-2550-7","LMSQ-3","LMSQ-3","GBHE","2017","4","9","7.96667","0.233333","1054942","49.703907","-123.176682","3"
"747","167158-1-880-5","VIPQ-8","VIPQ-8","COME","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","13"
"748","149915-1-45994-4","VICX-3","VICX-3","WWSC","2020","10","12","13","2.25","1074637","49.714108","-124.873199","31"
"749","112301-1-230-1","LMSQ-18","LMSQ-18","CAGO","2017","5","14","11.75","0.25","1054942","49.690266","-123.155602","20"
"750","106257-1-13900-7","VIVI-61","VIVI-61","AMCR","2019","4","15","11","1.75","1055004","48.451252","-123.417732","6"
"751","287191-1-3020-14","SCPR-1","SCPR-1","BAEA","2022","3","14","10.1167","2.31667","1043283","49.816643","-124.530579","2"
"752","167158-1-1620-8","VIPQ-8","VIPQ-8","HOGR","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","1"
"753","150425-1-890-7","VIBC-2","VIBC-2","RBME","2020","11","8","11","0.833333","1054991","49.871754","-125.108597","3"
"754","112303-1-13900-5","LMSQ-19","LMSQ-19","AMCR","2017","5","14","12","0.25","1054942","49.707039","-123.144310","3"
"755","150369-1-9750-10","GIPE-9","GIPE-9","BEKI","2020","11","8","12.2833","0.866666","1055118","48.804417","-123.272995","1"
"756","87911-1-9750-18","SCPR-2","SCPR-2","BEKI","2018","4","2","9.25","1.25","1055010","49.883270","-124.596550","1"
"757","279608-1-15770-4","LMVN-65","LMVN-65","AMRO","2021","12","16","18.8333","0.05","1031933","49.023018","-123.118370","5"
"758","106840-1-820-2","LMSQ-2","LMSQ-2","BUFF","2017","5","14","7.75","0.216667","1053929","49.695358","-123.184853","2"
"759","150369-1-5080-7","GIPE-9","GIPE-9","BOGU","2020","11","8","12.2833","0.866666","1055118","48.804417","-123.272995","35"
"760","64935-1-5190-13","GIMA-10","GIMA-10",NA,"2016","2","16","14.9667","0.3","1030906","48.828877","-123.245422","1"
"761","93223-1-13900-5","LMSQ-19","LMSQ-19","AMCR","2017","5","14","12","0.25","1054942","49.707039","-123.144310","3"
"762","127548-1-695-2","LMWR-2","LMWR-2",NA,"2019","10","13","16.5833","0.916666","1054978","49.019089","-122.817352","16"
"763","45972-1-800-4","VICX-3","VICX-3","UNSC","2008","11","9","11","2","1078227","49.714108","-124.873199","25"
"764","279608-1-130-1","LMVN-65","LMVN-65","GWFG","2021","12","16","18.8333","0.05","1031933","49.023018","-123.118370","55"
"765","45972-1-750-1","VICX-3","VICX-3","HARD","2008","11","9","11","2","1078227","49.714108","-124.873199","37"
"766","93005-1-820-3","LMSQ-1","LMSQ-1","BUFF","2017","5","14","7.5","0.25","1054942","49.679691","-123.172699","2"
"767","40326-1-5250-6","LMVN-67","LMVN-67","GWGU","2004","10","10","14.1667","0.5","1030747","49.271713","-123.197548","3"
"768","152179-1-1650-6","GIPE-9","GIPE-9","WEGR","2020","11","8","12.2833","0.883333","1055118","48.804417","-123.272995","5"
"769","131845-1-4640-11","GIGB-3","GIGB-3","BLTU","2020","2","11","9.5","1.75","1078288","49.206257","-123.825882","22"
"770","290983-1-820-5","VIVI-30","VIVI-30","BUFF","2022","4","11","13.5","2.41667","1055022","48.483002","-123.292068","3"
"771","51805-1-7440-1","LMSQ-16","LMSQ-16","GHOW","2011","7","10","7.5","4.5","1054942","49.706333","-123.163712","1"
"772","103503-1-2390-12","SCBI-11","SCBI-11","DCCO","2019","2","9","8.5","1.5","1074594","49.360050","-123.432533","2"
"773","150422-1-4270-9","VIBC-2","VIBC-2","BLOY","2020","11","8","11","0.833333","1054991","49.871754","-125.108597","12"
"774","167219-1-5250-15","VIPQ-8","VIPQ-8","GWGU","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","52"
"775","50470-1-13900-9","LMVN-12","LMVN-12","AMCR","2012","2","13","9","2","1055009","49.165325","-123.204292","13"
"776","58589-1-5780-15","VIPM-2","VIPM-2","PIGU","2016","7","17","7","2","1054944","50.788406","-126.438927","48"
"777","154105-1-820-3","VINN-12","VINN-12","BUFF","2021","1","13","14","2.16667","1054924","49.174129","-123.927429","30"
"778","53840-1-2420-4","VIBM-2","VIBM-2","PECO","2014","4","5","11.5833","0.416667","1055054","48.835426","-125.137550","7"
"779","131055-1-3020-9","GIGB5","GIGB5","BAEA","2020","1","12","11.8333","0.666667","1079318","49.158836","-123.704597","5"
"780","131855-1-4640-13","GIGB-3","GIGB-3","BLTU","2020","2","11","9.5","1.75","1078288","49.206257","-123.825882","22"
"781","53840-1-4420-7","VIBM-2","VIBM-2","GRYE","2014","4","5","11.5833","0.416667","1055054","48.835426","-125.137550","1"
"782","93221-1-13900-7","LMSQ-18","LMSQ-18","AMCR","2017","5","14","11.75","0.25","1054942","49.690266","-123.155602","10"
"783","93221-1-2850-4","LMSQ-18","LMSQ-18","TUVU","2017","5","14","11.75","0.25","1054942","49.690266","-123.155602","2"
"784","290983-1-451-2","VIVI-30","VIVI-30","MALL","2022","4","11","13.5","2.41667","1055022","48.483002","-123.292068","3"
"785","144447-1-280-2","VIVI-58","VIVI-58","TRUS","2020","7","12","8.5","1.66667","1073928","48.427128","-123.467110","1"
"786","182388-1-230-2","NCKI-1","NCKI-1","CAGO","2021","5","9","9.25","1.25","1054974","54.001846","-128.674377","20"
"787","182388-1-451-5","NCKI-1","NCKI-1","MALL","2021","5","9","9.25","1.25","1054974","54.001846","-128.674377","130"
"788","182396-1-420-5","NCKI-1","NCKI-1","AMWI","2021","5","9","9.25","1.25","1054974","54.001846","-128.674377","50"
"789","150422-1-2550-12","VIBC-2","VIBC-2","GBHE","2020","11","8","11","0.833333","1054991","49.871754","-125.108597","1"
"790","112301-1-2550-4","LMSQ-18","LMSQ-18","GBHE","2017","5","14","11.75","0.25","1054942","49.690266","-123.155602","3"
"791","32807-1-6110-6","LMSQ-13","LMSQ-13","ECDO","2014","10","12","10.3833","0.333333","1054942","49.698147","-123.160049","10"
"792","32875-1-6110-12","LMSQ-13","LMSQ-13","ECDO","2014","11","9","11.1833","0.233334","1054942","49.698147","-123.160049","4"
"793","182389-1-2370-5","VICV-7","VICV-7","BRAC","2021","5","9","17","1","1055020","48.746307","-123.625557","1"
"794","89224-1-4270-11","SCPR-2","SCPR-2","BLOY","2018","4","2","9.25","1.25","1055010","49.883270","-124.596550","6"
"795","58589-1-1630-6","VIPM-2","VIPM-2","RNGR","2016","7","17","7","2","1054944","50.788406","-126.438927","4"
"796","109448-1-3020-9","VICR-1","VICR-1","BAEA","2019","6","9","9.15","1.51667","1054954","50.049923","-125.253731","10"
"797","87911-1-880-6","SCPR-2","SCPR-2","COME","2018","4","2","9.25","1.25","1055010","49.883270","-124.596550","4"
"798","53840-1-5800-10","VIBM-2","VIBM-2","MAMU","2014","4","5","11.5833","0.416667","1055054","48.835426","-125.137550","2"
"799","93225-1-451-1","LMSQ-20","LMSQ-20","MALL","2017","5","14","12.25","0.25","1054942","49.710426","-123.150291","1"
"800","87911-1-451-3","SCPR-2","SCPR-2","MALL","2018","4","2","9.25","1.25","1055010","49.883270","-124.596550","10"
"801","279338-2-5250-7","VINN-13","VINN-13","GWGU","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","1"
"802","127526-1-1620-3","SCPR-1","SCPR-1","HOGR","2019","10","13","13.5","2.25","1043283","49.816643","-124.530579","20"
"803","87911-1-2420-9","SCPR-2","SCPR-2","PECO","2018","4","2","9.25","1.25","1055010","49.883270","-124.596550","1"
"804","149917-1-1620-6","VICX-3","VICX-3","HOGR","2020","10","12","13","2.25","1074637","49.714108","-124.873199","93"
"805","166548-1-180-1","VIVI-35","VIVI-35","BRAN","2021","2","21","8.25","1.25","1054973","48.585434","-123.362808","4"
"806","87911-1-5250-16","SCPR-2","SCPR-2","GWGU","2018","4","2","9.25","1.25","1055010","49.883270","-124.596550","34"
"807","273337-1-5090-11","VIVI-16","VIVI-16","HEEG","2021","9","15","14.3833","2.91667","1081721","48.381138","-123.494041","1"
"808","279338-2-830-4","VINN-13","VINN-13","COGO","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","4"
"809","112303-1-230-1","LMSQ-19","LMSQ-19","CAGO","2017","5","14","12","0.25","1054942","49.707039","-123.144310","9"
"810","167158-1-890-6","VIPQ-8","VIPQ-8","RBME","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","2"
"811","167158-1-4420-9","VIPQ-8","VIPQ-8","GRYE","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","1"
"812","129083-1-14010-8","GIHO-18","GIHO-18","CORA","2019","11","10","13.5","1.16667","1081710","49.511909","-124.601883","2"
"813","127526-1-14010-17","SCPR-1","SCPR-1","CORA","2019","10","13","13.5","2.25","1043283","49.816643","-124.530579","2"
"814","284214-1-5142-4","VINN-7","VINN-7","SHBG","2022","2","13","11","0.666667","1030870","49.240520","-123.970940","2"
"815","150425-1-770-4","VIBC-2","VIBC-2","SUSC","2020","11","8","11","0.833333","1054991","49.871754","-125.108597","16"
"816","287191-1-880-8","SCPR-1","SCPR-1","COME","2022","3","14","10.1167","2.31667","1043283","49.816643","-124.530579","2"
"817","151641-1-750-1","SCPR-1","SCPR-1","HARD","2020","12","12","13","2","1043283","49.816643","-124.530579","9"
"818","290590-1-3020-9","SCPR-1","SCPR-1","BAEA","2022","4","10","9.91667","1.61667","1043283","49.816643","-124.530579","4"
"819","93009-1-4350-1","LMSQ-4","LMSQ-4","SPSA","2017","5","14","8.25","0.25","1054942","49.689358","-123.178101","1"
"820","128835-1-5250-9","VICX-12","VICX-12","GWGU","2019","11","10","14.75","0.25","1080046","49.669106","-124.941109","6"
"821","288014-1-30508-12","VIVI-16","VIVI-16","NOPI","2021","9","15","14.3833","1.95","1054996","48.381138","-123.494041","4"
"822","151004-1-1620-7","GIDE-1","GIDE-1","HOGR","2020","11","8","13.5","2.5","1055659","49.610195","-124.845947","1"
"823","151004-1-14010-13","GIDE-1","GIDE-1","CORA","2020","11","8","13.5","2.5","1055659","49.610195","-124.845947","1"
"824","151004-1-5250-10","GIDE-1","GIDE-1","GWGU","2020","11","8","13.5","2.5","1055659","49.610195","-124.845947","500"
"825","182396-1-4610-10","NCKI-1","NCKI-1","BARG","2021","5","9","9.25","1.25","1054974","54.001846","-128.674377","1"
"826","153811-1-5250-6","GIGB-2","GIGB-2","GWGU","2021","1","10","12.5","-11.5","1081071","49.137474","-123.788544","50"
"827","150425-1-2390-11","VIBC-2","VIBC-2","DCCO","2020","11","8","11","0.833333","1054991","49.871754","-125.108597","2"
"828","150425-1-1620-8","VIBC-2","VIBC-2","HOGR","2020","11","8","11","0.833333","1054991","49.871754","-125.108597","1"
"829","58589-1-870-3","VIPM-2","VIPM-2","HOME","2016","7","17","7","2","1054944","50.788406","-126.438927","2"
"830","103504-1-451-1","SCBI-11","SCBI-11","MALL","2019","2","9","8.5","1.5","1074594","49.360050","-123.432533","5"
"831","128835-1-880-6","VICX-12","VICX-12","COME","2019","11","10","14.75","0.25","1080046","49.669106","-124.941109","5"
"832","291018-1-5800-13","VIVI-30","VIVI-30","MAMU","2022","4","11","13.5","2.41667","1055022","48.483002","-123.292068","2"
"833","291018-1-1630-10","VIVI-30","VIVI-30","RNGR","2022","4","11","13.5","2.41667","1055022","48.483002","-123.292068","10"
"834","32023-1-6110-6","LMSQ-20","LMSQ-20","ECDO","2015","10","11","12.8667","0.216666","1054942","49.710426","-123.150291","3"
"835","32810-1-6110-3","LMSQ-16","LMSQ-16","ECDO","2014","10","12","11.1","0.183333","1054942","49.706333","-123.163712","1"
"836","112305-1-13900-2","LMSQ-20","LMSQ-20","AMCR","2017","5","14","12.25","0.25","1054942","49.710426","-123.150291","3"
"837","129083-1-1550-5","GIHO-18","GIHO-18","PALO","2019","11","10","13.5","1.16667","1081710","49.511909","-124.601883","9"
"838","130872-1-420-2","GISS-1","GISS-1","AMWI","2020","1","11","13.75","2","1055037","48.836075","-123.451881","9"
"839","279338-2-280-1","VINN-13","VINN-13","TRUS","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","6"
"840","287192-1-5142-15","SCPR-1","SCPR-1","SHBG","2022","3","14","10.1167","2.31667","2388508","49.816643","-124.530579","6"
"841","287192-1-1630-12","SCPR-1","SCPR-1","RNGR","2022","3","14","10.1167","2.31667","2388508","49.816643","-124.530579","1"
"842","151795-1-830-4","VIPQ-9","VIPQ-9","COGO","2020","12","13","11","2","1075146","49.299919","-124.155808","2"
"843","128314-1-9750-15","SCPR-1","SCPR-1","BEKI","2019","10","13","13.5","2.25","1043283","49.816643","-124.530579","1"
"844","106842-1-4350-1","LMSQ-4","LMSQ-4","SPSA","2017","5","14","8.25","0.216666","1053929","49.689358","-123.178101","1"
"845","103504-1-9750-15","SCBI-11","SCBI-11","BEKI","2019","2","9","8.5","1.5","1074594","49.360050","-123.432533","1"
"846","151003-1-4210-9","GIDE-1","GIDE-1","KILL","2020","11","8","13.5","2.5","1055659","49.610195","-124.845947","1"
"847","58589-1-2420-7","VIPM-2","VIPM-2","PECO","2016","7","17","7","2","1054944","50.788406","-126.438927","2"
"848","58589-1-5080-10","VIPM-2","VIPM-2","BOGU","2016","7","17","7","2","1054944","50.788406","-126.438927","171"
"849","131855-1-1620-9","GIGB-3","GIGB-3","HOGR","2020","2","11","9.5","1.75","1078288","49.206257","-123.825882","1"
"850","150422-1-820-5","VIBC-2","VIBC-2","BUFF","2020","11","8","11","0.833333","1054991","49.871754","-125.108597","51"
"851","167219-1-230-1","VIPQ-8","VIPQ-8","CAGO","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","5"
"852","287192-1-3020-14","SCPR-1","SCPR-1","BAEA","2022","3","14","10.1167","2.31667","2388508","49.816643","-124.530579","2"
"853","151785-1-180-1","VIPQ-9","VIPQ-9","BRAN","2020","12","13","11","2","1075146","49.299919","-124.155808","3"
"854","87911-1-890-7","SCPR-2","SCPR-2","RBME","2018","4","2","9.25","1.25","1055010","49.883270","-124.596550","4"
"855","291018-1-870-6","VIVI-30","VIVI-30","HOME","2022","4","11","13.5","2.41667","1055022","48.483002","-123.292068","1"
"856","150422-1-2390-11","VIBC-2","VIBC-2","DCCO","2020","11","8","11","0.833333","1054991","49.871754","-125.108597","2"
"857","107269-1-770-2","LMVN-29","LMVN-29","SUSC","2019","5","13","15.5","1.16667","1080604","49.320057","-123.148987","4"
"858","290983-1-5800-13","VIVI-30","VIVI-30","MAMU","2022","4","11","13.5","2.41667","1055022","48.483002","-123.292068","2"
"859","130884-1-2420-8","SCGI-5","SCGI-5","PECO","2020","1","12","10.1667","1.16667","1054970","49.412853","-123.632332","10"
"860","50607-1-3020-8","LMVN-12","LMVN-12","BAEA","2012","2","13","9","2","1054976","49.165325","-123.204292","12"
"861","291018-1-1620-9","VIVI-30","VIVI-30","HOGR","2022","4","11","13.5","2.41667","1055022","48.483002","-123.292068","12"
"862","150422-1-1620-8","VIBC-2","VIBC-2","HOGR","2020","11","8","11","0.833333","1054991","49.871754","-125.108597","1"
"863","45970-1-810-5","VICX-3","VICX-3","LTDU","2008","11","9","11","2","1054987","49.714108","-124.873199","2"
"864","152179-1-5080-7","GIPE-9","GIPE-9","BOGU","2020","11","8","12.2833","0.883333","1055118","48.804417","-123.272995","35"
