OID_,abbrev,name,count_yr,min_temp,max_temp,min_wind,max_wind,wind_direction,min_snow,max_snow,still_water,moving_water,am_cloud,pm_cloud,am_rain_cond_names,pm_rain_cond_names,am_snow_cond_names,pm_snow_cond_names
3009,WATO,Toppenish N.W.R.,90,28.000000000000000,33.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Partly Open,Open,Foggy,Foggy,Unknown,Unknown,Unknown,Unknown
3010,WATR,Two Rivers,90,29.000000000000000,41.000000000000000,0.000000000000000,5.000000000000000,Northwest,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Clear,Unknown,Unknown,Unknown,Unknown
3011,WATW,Twisp,90,25.000000000000000,40.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Partly Open,Partly Open,Foggy,Foggy,Unknown,Unknown,Unknown,Unknown
3012,WAWE,Wenatchee,90,25.000000000000000,30.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Open,Open,Foggy,Cloudy,Unknown,Unknown,Unknown,Unknown
3013,WAWW,Walla Walla,90,22.000000000000000,48.000000000000000,0.000000000000000,10.000000000000000,South,0.000000000000000,0.000000000000000,Partly Frozen,Open,Local Fog,Cloudy,Unknown,Unknown,Unknown,Unknown
3014,WAYV,Yakima Valley,90,26.000000000000000,28.000000000000000,0.000000000000000,3.000000000000000,Variable,0.000000000000000,0.000000000000000,Partly Frozen,Open,Foggy,Cloudy,Unknown,Unknown,Unknown,Unknown
3015,WAPT,Port Townsend,91,35.000000000000000,39.000000000000000,0.000000000000000,18.000000000000000,Northwest,0.000000000000000,0.000000000000000,Open,Open,Foggy,Partly Cloudy,Heavy,Light,None,None
3016,WASB,Skagit Bay,91,15.000000000000000,25.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Frozen,Open,Clear,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3017,WASJ,San Juan Islands Archipelago,91,40.000000000000000,40.000000000000000,15.000000000000000,20.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Unknown,Partly Clear,Light,None,None,None
3018,WASP,Spokane,91,-5.000000000000000,8.000000000000000,1.000000000000000,1.000000000000000,North,4.000000000000000,4.000000000000000,Frozen,Partly Frozen,Cloudy,Unknown,None,None,None,Heavy
3019,WATA,Tacoma,91,37.000000000000000,41.000000000000000,0.000000000000000,5.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Cloudy,None,Light,None,None
3020,WATC,Tri-Cities,91,24.000000000000000,36.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Partly Frozen,Open,Foggy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3021,WATO,Toppenish N.W.R.,91,26.000000000000000,35.000000000000000,5.000000000000000,5.000000000000000,North,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3022,WATR,Two Rivers,91,-4.000000000000000,9.000000000000000,0.000000000000000,15.000000000000000,Northeast,2.000000000000000,6.000000000000000,Frozen,Partly Frozen,Partly Cloudy,Cloudy,None,None,None,Heavy
3023,WATW,Twisp,91,-28.000000000000000,-3.000000000000000,3.000000000000000,3.000000000000000,North,4.000000000000000,4.000000000000000,Frozen,Partly Open,Clear,Clear,Unknown,Unknown,Unknown,Unknown
3024,WAWE,Wenatchee,91,25.000000000000000,35.000000000000000,5.000000000000000,5.000000000000000,Southeast,0.000000000000000,0.000000000000000,Partly Open,Open,Partly Cloudy,Clear,Unknown,Unknown,Unknown,Unknown
3025,WAWW,Walla Walla,91,20.000000000000000,28.000000000000000,5.000000000000000,35.000000000000000,South,0.000000000000000,3.000000000000000,Partly Frozen,Open,Partly Cloudy,Cloudy,Unknown,Unknown,Unknown,Unknown
3026,WAYV,Yakima Valley,91,27.000000000000000,36.000000000000000,12.000000000000000,12.000000000000000,Northwest,0.000000000000000,0.000000000000000,Open,Open,Clear,Clear,Unknown,Unknown,Unknown,Unknown
3027,WAPT,Port Townsend,92,27.000000000000000,50.000000000000000,0.000000000000000,8.000000000000000,West,0.000000000000000,0.000000000000000,Partly Frozen,Open,Clear,Clear,Unknown,Unknown,Unknown,Unknown
3028,WASB,Skagit Bay,92,35.000000000000000,43.000000000000000,0.000000000000000,5.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Unknown,Unknown,Unknown,Unknown
3029,WASD,Sequim-Dungeness,92,46.000000000000000,59.000000000000000,15.000000000000000,15.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Light,None,None,None
3030,WASE,Seattle,92,38.000000000000000,45.000000000000000,0.000000000000000,5.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Unknown,None,Light,None,None
3031,WASJ,San Juan Islands Archipelago,92,30.000000000000000,45.000000000000000,0.000000000000000,10.000000000000000,North,0.000000000000000,0.000000000000000,Open,Open,Clear,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3032,WASP,Spokane,92,28.000000000000000,34.000000000000000,1.000000000000000,1.000000000000000,West,2.000000000000000,2.000000000000000,Frozen,Open,Partly Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3033,WATA,Tacoma,92,26.000000000000000,40.000000000000000,0.000000000000000,10.000000000000000,Northeast,0.000000000000000,0.000000000000000,Open,Open,Clear,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3034,WATC,Tri-Cities,92,24.000000000000000,41.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Partly Frozen,Open,Clear,Clear,Unknown,Unknown,Unknown,Unknown
3035,WATO,Toppenish N.W.R.,92,17.000000000000000,36.000000000000000,3.000000000000000,3.000000000000000,East,0.000000000000000,0.000000000000000,Partly Open,Open,Clear,Clear,Unknown,Unknown,Unknown,Unknown
3036,WATR,Two Rivers,92,30.000000000000000,51.000000000000000,0.000000000000000,40.000000000000000,,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Clear,Unknown,Unknown,Unknown,Unknown
3037,WATW,Twisp,92,20.000000000000000,32.000000000000000,1.000000000000000,1.000000000000000,North,10.000000000000000,10.000000000000000,Frozen,Partly Open,Cloudy,Cloudy,Unknown,Unknown,Unknown,Unknown
3038,WAWE,Wenatchee,92,32.000000000000000,40.000000000000000,15.000000000000000,15.000000000000000,Southeast,0.000000000000000,0.000000000000000,Partly Open,Open,Cloudy,Cloudy,Unknown,Unknown,Unknown,Unknown
3039,WAWW,Walla Walla,92,29.000000000000000,42.000000000000000,0.000000000000000,10.000000000000000,Variable,0.000000000000000,0.000000000000000,Open,Open,Foggy,Foggy,Unknown,Unknown,Unknown,Unknown
3040,WAYV,Yakima Valley,92,20.000000000000000,42.000000000000000,0.000000000000000,10.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Clear,Clear,Unknown,Unknown,Unknown,Unknown
3041,WAPT,Port Townsend,93,32.000000000000000,41.000000000000000,15.000000000000000,30.000000000000000,Southeast,0.000000000000000,2.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,Unknown,Unknown,Unknown,Unknown
3042,WASB,Skagit Bay,93,34.000000000000000,42.000000000000000,10.000000000000000,15.000000000000000,,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Heavy,None,None,None
3043,WASD,Sequim-Dungeness,93,25.000000000000000,38.000000000000000,0.000000000000000,10.000000000000000,Northeast,0.000000000000000,12.000000000000000,Partly Frozen,Open,Clear,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3044,WASE,Seattle,93,27.000000000000000,37.000000000000000,0.000000000000000,2.000000000000000,South,0.000000000000000,2.000000000000000,Partly Frozen,Open,Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3045,WASJ,San Juan Islands Archipelago,93,28.000000000000000,40.000000000000000,20.000000000000000,25.000000000000000,Southeast,0.000000000000000,3.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,Light,Light,Light,Light
3046,WASP,Spokane,93,15.000000000000000,23.000000000000000,1.000000000000000,1.000000000000000,,15.000000000000000,30.000000000000000,Frozen,Partly Frozen,Cloudy,Cloudy,None,None,Light,Light
3047,WATA,Tacoma,93,30.000000000000000,39.000000000000000,0.000000000000000,10.000000000000000,South,0.000000000000000,0.000000000000000,Partly Frozen,Open,Partly Cloudy,Cloudy,None,Light,None,None
3048,WATC,Tri-Cities,93,15.000000000000000,27.000000000000000,0.000000000000000,0.000000000000000,Calm,3.000000000000000,3.000000000000000,Frozen,Open,Cloudy,Cloudy,None,None,None,Light
3049,WATO,Toppenish N.W.R.,93,20.000000000000000,26.000000000000000,5.000000000000000,5.000000000000000,West,9.000000000000000,9.000000000000000,Partly Open,Open,Foggy,Local Fog,Unknown,Unknown,Unknown,Unknown
3050,WATR,Two Rivers,93,24.000000000000000,38.000000000000000,3.000000000000000,20.000000000000000,Northwest,0.000000000000000,2.000000000000000,Open,Open,Cloudy,Cloudy,Heavy,None,None,Heavy
3051,WATW,Twisp,93,2.000000000000000,12.000000000000000,0.000000000000000,0.000000000000000,Calm,14.000000000000000,14.000000000000000,Partly Frozen,Partly Frozen,Foggy,Cloudy,Unknown,Unknown,Unknown,Unknown
3052,WAWE,Wenatchee,93,20.000000000000000,24.000000000000000,0.000000000000000,0.000000000000000,Calm,6.000000000000000,6.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3053,WAWW,Walla Walla,93,20.000000000000000,41.000000000000000,5.000000000000000,30.000000000000000,South,1.000000000000000,24.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,None,Light,Light,Light
3054,WAYV,Yakima Valley,93,16.000000000000000,24.000000000000000,0.000000000000000,10.000000000000000,West,9.000000000000000,9.000000000000000,Partly Frozen,Partly Frozen,Cloudy,Cloudy,None,None,None,Light
3055,WAPT,Port Townsend,94,28.000000000000000,45.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Partly Open,Open,Partly Cloudy,Clear,Unknown,Unknown,Unknown,Unknown
3056,WAQR,Quillayute River,94,29.000000000000000,36.000000000000000,0.000000000000000,10.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Foggy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3057,WASB,Skagit Bay,94,40.000000000000000,48.000000000000000,0.000000000000000,10.000000000000000,,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,None,Light,None,None
3058,WASD,Sequim-Dungeness,94,35.000000000000000,40.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3059,WASE,Seattle,94,45.000000000000000,53.000000000000000,2.000000000000000,12.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Unknown,Unknown,Heavy,Light,None,None
3060,WASI,Anacortes-Sidney,94,44.000000000000000,48.000000000000000,4.000000000000000,4.000000000000000,Northeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Unknown,Unknown,Unknown,Unknown
3061,WASJ,San Juan Islands Archipelago,94,34.000000000000000,41.000000000000000,0.000000000000000,5.000000000000000,Variable,0.000000000000000,0.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,Unknown,Unknown,Unknown,Unknown
3062,WASP,Spokane,94,33.000000000000000,35.000000000000000,0.000000000000000,7.000000000000000,Southeast,2.000000000000000,3.000000000000000,Frozen,Partly Frozen,Foggy,Cloudy,Light,Light,None,None
3063,WATA,Tacoma,94,28.000000000000000,42.000000000000000,0.000000000000000,10.000000000000000,North,0.000000000000000,0.000000000000000,Partly Frozen,Open,Foggy,Clear,Unknown,Unknown,Unknown,Unknown
3064,WATC,Tri-Cities,94,32.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Unknown,Unknown,Unknown,Unknown
3065,WATO,Toppenish N.W.R.,94,29.000000000000000,32.000000000000000,3.000000000000000,3.000000000000000,West,0.000000000000000,0.000000000000000,Partly Open,Open,Cloudy,Cloudy,Unknown,Unknown,Unknown,Unknown
3066,WATR,Two Rivers,94,27.000000000000000,33.000000000000000,3.000000000000000,10.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Cloudy,Unknown,Unknown,Unknown,Unknown
3067,WATW,Twisp,94,23.000000000000000,27.000000000000000,1.000000000000000,1.000000000000000,North,12.000000000000000,12.000000000000000,Frozen,Partly Frozen,Cloudy,Cloudy,Unknown,Unknown,Unknown,Unknown
3068,WAWE,Wenatchee,94,30.000000000000000,34.000000000000000,10.000000000000000,10.000000000000000,Northwest,0.000000000000000,3.000000000000000,Frozen,Open,Cloudy,Partly Clear,Unknown,Unknown,Unknown,Unknown
3069,WAWW,Walla Walla,94,26.000000000000000,38.000000000000000,0.000000000000000,10.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Foggy,Partly Cloudy,Light,None,None,None
3070,WAYV,Yakima Valley,94,30.000000000000000,32.000000000000000,0.000000000000000,5.000000000000000,West,0.000000000000000,0.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,Unknown,Unknown,Unknown,Unknown
3071,WAPT,Port Townsend,95,49.000000000000000,55.000000000000000,25.000000000000000,35.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Light,None,None,None
3072,WAQR,Quillayute River,95,48.000000000000000,51.000000000000000,15.000000000000000,55.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Unknown,Unknown,Heavy,Heavy,None,None
3073,WASB,Skagit Bay,95,18.000000000000000,33.000000000000000,5.000000000000000,5.000000000000000,North,0.000000000000000,0.000000000000000,Partly Frozen,Open,Clear,Clear,Unknown,Unknown,Unknown,Unknown
3074,WASD,Sequim-Dungeness,95,42.000000000000000,54.000000000000000,4.000000000000000,5.000000000000000,Northwest,0.000000000000000,0.000000000000000,Open,Open,Unknown,Unknown,Light,Light,None,None
3075,WASE,Seattle,95,32.000000000000000,39.000000000000000,0.000000000000000,2.000000000000000,West,0.000000000000000,0.000000000000000,Open,Open,Clear,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3076,WASI,Anacortes-Sidney,95,45.000000000000000,50.000000000000000,7.000000000000000,7.000000000000000,East,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Unknown,Unknown,Unknown,Unknown
3077,WASJ,San Juan Islands Archipelago,95,40.000000000000000,53.000000000000000,3.000000000000000,40.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Partly Cloudy,Light,Light,None,None
3078,WASP,Spokane,95,37.000000000000000,41.000000000000000,14.000000000000000,18.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Foggy,Partly Cloudy,Light,Light,None,None
3079,WATA,Tacoma,95,41.000000000000000,48.000000000000000,0.000000000000000,25.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Partly Cloudy,Heavy,Light,None,None
3080,WATC,Tri-Cities,95,39.000000000000000,51.000000000000000,5.000000000000000,15.000000000000000,Northwest,0.000000000000000,0.000000000000000,Partly Open,Open,Local Fog,Cloudy,Light,Light,None,None
3081,WATO,Toppenish N.W.R.,95,35.000000000000000,48.000000000000000,25.000000000000000,25.000000000000000,West,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Clear,Unknown,Unknown,Unknown,Unknown
3082,WATR,Two Rivers,95,19.000000000000000,23.000000000000000,0.000000000000000,5.000000000000000,Northwest,0.000000000000000,0.000000000000000,Frozen,Partly Frozen,Cloudy,Cloudy,Unknown,Unknown,Unknown,Unknown
3083,WATW,Twisp,95,19.000000000000000,30.000000000000000,5.000000000000000,5.000000000000000,Variable,4.000000000000000,20.000000000000000,Frozen,Partly Open,Partly Cloudy,Partly Cloudy,None,None,Light,None
3084,WAWE,Wenatchee,95,9.000000000000000,20.000000000000000,0.000000000000000,0.000000000000000,Calm,2.000000000000000,2.000000000000000,Frozen,Open,Clear,Clear,Unknown,Unknown,Unknown,Unknown
3085,WAWW,Walla Walla,95,38.000000000000000,54.000000000000000,15.000000000000000,35.000000000000000,Southeast,0.000000000000000,24.000000000000000,Open,Open,Partly Cloudy,Cloudy,Unknown,Unknown,Unknown,Unknown
3086,WAYV,Yakima Valley,95,32.000000000000000,40.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Partly Frozen,Open,Foggy,Foggy,Unknown,Unknown,Unknown,Unknown
3087,WAPT,Port Townsend,96,40.000000000000000,48.000000000000000,5.000000000000000,20.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Partly Clear,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3088,WASB,Skagit Bay,96,35.000000000000000,50.000000000000000,0.000000000000000,5.000000000000000,North,0.000000000000000,0.000000000000000,Open,Open,Partly Clear,Partly Clear,Unknown,Unknown,Unknown,Unknown
3089,WASD,Sequim-Dungeness,96,33.000000000000000,49.000000000000000,0.000000000000000,10.000000000000000,West,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3090,WASE,Seattle,96,48.000000000000000,52.000000000000000,5.000000000000000,10.000000000000000,Variable,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Light,Light,None,None
3091,WASI,Anacortes-Sidney,96,48.000000000000000,55.000000000000000,5.000000000000000,5.000000000000000,Variable,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3092,WASJ,San Juan Islands Archipelago,96,39.000000000000000,50.000000000000000,5.000000000000000,15.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3093,WASP,Spokane,96,31.000000000000000,34.000000000000000,5.000000000000000,15.000000000000000,South,1.000000000000000,2.000000000000000,Partly Frozen,Partly Frozen,Foggy,Cloudy,None,Light,None,Light
3094,WATA,Tacoma,96,34.000000000000000,46.000000000000000,0.000000000000000,10.000000000000000,North,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Light,None,None,None
3095,WATC,Tri-Cities,96,34.000000000000000,46.000000000000000,5.000000000000000,10.000000000000000,Variable,0.000000000000000,0.000000000000000,Open,Open,Foggy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3096,WATO,Toppenish N.W.R.,96,30.000000000000000,33.000000000000000,0.000000000000000,5.000000000000000,West,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3097,WATR,Two Rivers,96,41.000000000000000,56.000000000000000,0.000000000000000,4.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Clear,Clear,Unknown,Unknown,Unknown,Unknown
3098,WATW,Twisp,96,21.000000000000000,34.000000000000000,5.000000000000000,5.000000000000000,North,12.000000000000000,12.000000000000000,Partly Open,Partly Open,Foggy,Partly Cloudy,None,None,Light,None
3099,WAWE,Wenatchee,96,25.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,Calm,8.000000000000000,8.000000000000000,Partly Open,Partly Open,Foggy,Foggy,Unknown,Unknown,Unknown,Unknown
3100,WAWW,Walla Walla,96,27.000000000000000,39.000000000000000,0.000000000000000,5.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Foggy,Unknown,Unknown,Unknown,Unknown
3101,WAYV,Yakima Valley,96,18.000000000000000,28.000000000000000,0.000000000000000,5.000000000000000,Variable,0.000000000000000,0.000000000000000,Partly Frozen,Open,Foggy,Partly Clear,Unknown,Unknown,Unknown,Unknown
3102,WAQR,Quillayute River,97,38.000000000000000,44.000000000000000,5.000000000000000,20.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Light,Light,None,None
3103,WASB,Skagit Bay,97,35.000000000000000,48.000000000000000,0.000000000000000,25.000000000000000,South,0.000000000000000,0.000000000000000,Partly Open,Open,Cloudy,Cloudy,Light,None,None,None
3104,WASD,Sequim-Dungeness,97,34.000000000000000,40.000000000000000,10.000000000000000,25.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3105,WASE,Seattle,97,27.000000000000000,36.000000000000000,2.000000000000000,5.000000000000000,South,6.000000000000000,10.000000000000000,Partly Frozen,Open,Clear,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3106,WASI,Anacortes-Sidney,97,41.000000000000000,48.000000000000000,5.000000000000000,5.000000000000000,East,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,None,Light,None,None
3107,WASJ,San Juan Islands Archipelago,97,30.000000000000000,42.000000000000000,15.000000000000000,15.000000000000000,South,0.000000000000000,0.000000000000000,Partly Frozen,Partly Frozen,Foggy,Foggy,None,"Heavy,Light",Heavy,"Heavy,Light"
3108,WASP,Spokane,97,4.000000000000000,18.000000000000000,5.000000000000000,20.000000000000000,East,18.000000000000000,18.000000000000000,Partly Open,Partly Open,Foggy,Partly Cloudy,None,None,Light,Light
3109,WATA,Tacoma,97,35.000000000000000,41.000000000000000,0.000000000000000,20.000000000000000,,0.000000000000000,0.000000000000000,Open,Open,Foggy,Partly Cloudy,None,Light,None,None
3110,WATC,Tri-Cities,97,25.000000000000000,49.000000000000000,5.000000000000000,10.000000000000000,,0.000000000000000,2.000000000000000,Partly Open,Open,Partly Cloudy,Clear,Unknown,Unknown,Unknown,Unknown
3111,WATO,Toppenish N.W.R.,97,28.000000000000000,31.000000000000000,3.000000000000000,3.000000000000000,East,3.000000000000000,3.000000000000000,Partly Open,Open,Foggy,Cloudy,Unknown,Unknown,Unknown,Unknown
3112,WATR,Two Rivers,97,21.000000000000000,34.000000000000000,0.000000000000000,3.000000000000000,Northeast,0.000000000000000,0.000000000000000,Frozen,Open,Partly Cloudy,Clear,Unknown,Unknown,Unknown,Unknown
3113,WATW,Twisp,97,12.000000000000000,22.000000000000000,0.000000000000000,5.000000000000000,Variable,12.000000000000000,30.000000000000000,Partly Open,Partly Open,Foggy,Partly Cloudy,None,None,Light,Light
3114,WAWE,Wenatchee,97,28.000000000000000,41.000000000000000,0.000000000000000,0.000000000000000,Calm,38.000000000000000,38.000000000000000,Partly Open,Open,Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3115,WAWW,Walla Walla,97,26.000000000000000,42.000000000000000,0.000000000000000,15.000000000000000,Southeast,0.000000000000000,18.000000000000000,Partly Frozen,Partly Open,Partly Cloudy,Foggy,Unknown,Unknown,Unknown,Unknown
3116,WAYV,Yakima Valley,97,28.000000000000000,32.000000000000000,0.000000000000000,10.000000000000000,Variable,18.000000000000000,18.000000000000000,Partly Frozen,Open,Foggy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3117,WAPG,Port Gamble,98,34.000000000000000,46.000000000000000,0.000000000000000,15.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,None,Light,None,None
3118,WAPT,Port Townsend,98,38.000000000000000,43.000000000000000,0.000000000000000,10.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Partly Clear,Cloudy,None,Heavy,None,None
3119,WASB,Skagit Bay,98,34.000000000000000,40.000000000000000,0.000000000000000,20.000000000000000,,0.000000000000000,1.000000000000000,Open,Open,Cloudy,Cloudy,Light,Light,None,None
3120,WASD,Sequim-Dungeness,98,31.000000000000000,45.000000000000000,0.000000000000000,10.000000000000000,West,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3121,WASE,Seattle,98,36.000000000000000,46.000000000000000,8.000000000000000,23.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3122,WASI,Anacortes-Sidney,98,35.000000000000000,42.000000000000000,20.000000000000000,20.000000000000000,South,0.000000000000000,0.000000000000000,Partly Frozen,Open,Foggy,Partly Cloudy,None,None,Heavy,Heavy
3123,WASJ,San Juan Islands Archipelago,98,48.000000000000000,50.000000000000000,5.000000000000000,5.000000000000000,Northwest,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3124,WASP,Spokane,98,20.000000000000000,33.000000000000000,9.000000000000000,9.000000000000000,South,1.000000000000000,1.000000000000000,Open,Open,Partly Cloudy,Partly Clear,None,None,Light,None
3125,WATA,Tacoma,98,36.000000000000000,44.000000000000000,0.000000000000000,20.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Light,Light,None,None
3126,WATC,Tri-Cities,98,22.000000000000000,40.000000000000000,5.000000000000000,5.000000000000000,West,0.000000000000000,0.000000000000000,Partly Open,Open,Partly Clear,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3127,WATO,Toppenish N.W.R.,98,19.000000000000000,47.000000000000000,5.000000000000000,5.000000000000000,North,0.000000000000000,0.000000000000000,Partly Open,Open,Clear,Clear,Unknown,Unknown,Unknown,Unknown
3128,WATR,Two Rivers,98,30.000000000000000,47.000000000000000,0.000000000000000,2.000000000000000,Northeast,0.000000000000000,3.000000000000000,Open,Open,Foggy,Clear,Unknown,Unknown,Unknown,Unknown
3129,WATW,Twisp,98,5.000000000000000,24.000000000000000,0.000000000000000,0.000000000000000,Calm,11.000000000000000,11.000000000000000,Frozen,Partly Frozen,Clear,Clear,Unknown,Unknown,Unknown,Unknown
3130,WAWE,Wenatchee,98,26.000000000000000,38.000000000000000,0.000000000000000,0.000000000000000,Calm,4.000000000000000,4.000000000000000,Partly Open,Open,Foggy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3131,WAWW,Walla Walla,98,28.000000000000000,45.000000000000000,0.000000000000000,15.000000000000000,South,0.000000000000000,5.000000000000000,Open,Open,Foggy,Clear,Light,None,Light,None
3132,WAYV,Yakima Valley,98,28.000000000000000,37.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Partly Open,Open,Foggy,Partly Cloudy,Unknown,Unknown,Unknown,Unknown
3133,WATA,Tacoma,102,40.000000000000000,42.000000000000000,5.000000000000000,15.000000000000000,,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Light,Heavy,None,None
3134,WAPG,Port Gamble,99,24.000000000000000,33.000000000000000,20.000000000000000,40.000000000000000,North,0.000000000000000,0.000000000000000,Partly Open,Open,Clear,Partly Cloudy,None,None,None,Light
3135,WAPT,Port Townsend,99,23.000000000000000,28.000000000000000,10.000000000000000,35.000000000000000,Northeast,0.000000000000000,0.000000000000000,Partly Frozen,Open,Partly Cloudy,Cloudy,None,None,None,Light
3136,WASB,Skagit Bay,99,42.000000000000000,46.000000000000000,20.000000000000000,45.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,None,Light,None,None
3137,WASD,Sequim-Dungeness,99,20.000000000000000,32.000000000000000,0.000000000000000,20.000000000000000,East,1.000000000000000,2.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,None,None,Light,None
3138,WASE,Seattle,99,32.000000000000000,43.000000000000000,0.000000000000000,5.000000000000000,North,0.000000000000000,0.000000000000000,Open,Open,Local Fog,Clear,None,None,None,None
3139,WASI,Anacortes-Sidney,99,49.000000000000000,50.000000000000000,5.000000000000000,5.000000000000000,North,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,None,None,None,None
